0.298865670,0.017335491,0.016976810,0.016828239,0.016976810,0.017335491,0.016639379,0.016272168,0.016639379,0.017335491,0.016798915,0.017109090,0.017222622,0.017109090,0.016798915,0.017335491,0.016124184,0.015499921,0.015318180,0.015499921,0.016124184,0.017335491,0.017177890,0.018160461,0.018754908,0.018160461,0.017177890,0.017335491,0.015389787,0.014449153,0.014104857,0.014449153,0.015389787,0.017335491,0.028350384,0.038404967,0.028350384,0.017335491,0.011175491,0.008897637,0.011175491
0.017335491,0.320779646,0.016976810,0.016828239,0.016976810,0.017335491,0.016639379,0.016272168,0.016639379,0.017335491,0.016798915,0.017109090,0.017222622,0.017109090,0.016798915,0.017335491,0.016124184,0.015499921,0.015318180,0.015499921,0.016124184,0.017335491,0.017177890,0.018160461,0.018754908,0.018160461,0.017177890,0.017335491,0.015389787,0.014449153,0.014104857,0.014449153,0.015389787,0.017335491,0.028350384,0.038404967,0.028350384,0.017335491,0.011175491,0.008897637,0.011175491
0.020011052,0.020011052,2.306938844,0.018789905,0.019147571,0.020011052,0.019868438,0.019734135,0.019868438,0.020011052,0.018674906,0.018367300,0.018254709,0.018367300,0.018674906,0.020011052,0.019680011,0.019052279,0.018793144,0.019052279,0.019680011,0.020011052,0.018299070,0.018537154,0.019112263,0.018537154,0.018299070,0.020011052,0.018895244,0.017554047,0.017063135,0.017554047,0.018895244,0.020011052,0.022507345,0.030255039,0.022507345,0.020011052,0.012886314,0.009638450,0.012886314
0.021652316,0.021652316,0.020660975,3.129985111,0.020660975,0.021652316,0.022190913,0.022380153,0.022190913,0.021652316,0.020097981,0.019261864,0.018955823,0.019261864,0.020097981,0.021652316,0.022456415,0.021914727,0.021591911,0.021914727,0.022456415,0.021652316,0.019076404,0.018673719,0.019228577,0.018673719,0.019076404,0.021652316,0.021719102,0.020048313,0.019436762,0.020048313,0.021719102,0.021652316,0.022274392,0.025582832,0.022274392,0.021652316,0.014233510,0.010187501,0.014233510
0.020011052,0.020011052,0.019147571,0.018789905,2.306938844,0.020011052,0.019868438,0.019734135,0.019868438,0.020011052,0.018674906,0.018367300,0.018254709,0.018367300,0.018674906,0.020011052,0.019680011,0.019052279,0.018793144,0.019052279,0.019680011,0.020011052,0.018299070,0.018537154,0.019112263,0.018537154,0.018299070,0.020011052,0.018895244,0.017554047,0.017063135,0.017554047,0.018895244,0.020011052,0.022507345,0.030255039,0.022507345,0.020011052,0.012886314,0.009638450,0.012886314
0.017335491,0.017335491,0.016976810,0.016828239,0.016976810,0.320779646,0.016639379,0.016272168,0.016639379,0.017335491,0.016798915,0.017109090,0.017222622,0.017109090,0.016798915,0.017335491,0.016124184,0.015499921,0.015318180,0.015499921,0.016124184,0.017335491,0.017177890,0.018160461,0.018754908,0.018160461,0.017177890,0.017335491,0.015389787,0.014449153,0.014104857,0.014449153,0.015389787,0.017335491,0.028350384,0.038404967,0.028350384,0.017335491,0.011175491,0.008897637,0.011175491
0.008848166,0.008848166,0.008662828,0.008586059,0.008662828,0.008848166,0.008589138,0.008448618,0.008589138,0.008848166,0.008567991,0.008659040,0.008692366,0.008659040,0.008567991,0.008848166,0.008391989,0.008096984,0.008000367,0.008096984,0.008391989,0.008848166,0.008679235,0.010234020,0.011624865,0.010234020,0.008679235,0.008848166,0.008038435,0.007538378,0.007355345,0.007538378,0.008038435,0.008848166,0.026332343,0.031817995,0.026332343,0.008848166,0.005798045,0.004587100,0.005798045
0.004432213,0.004432213,0.004149576,0.004032504,0.004149576,0.004432213,0.004278317,0.004181929,0.004278317,0.004432213,0.003997968,0.003971009,0.003961141,0.003971009,0.003997968,0.004432213,0.004143086,0.003976283,0.003927159,0.003976283,0.004143086,0.004432213,0.003965029,0.006086145,0.008153858,0.006086145,0.003965029,0.004432213,0.003946514,0.003692264,0.003599202,0.003692264,0.003946514,0.004432213,0.022899427,0.027242376,0.022899427,0.004432213,0.002807404,0.002191707,0.002807404
0.008848166,0.008848166,0.008662828,0.008586059,0.008662828,0.008848166,0.008589138,0.008448618,0.008589138,0.008848166,0.008567991,0.008659040,0.008692366,0.008659040,0.008567991,0.008848166,0.008391989,0.008096984,0.008000367,0.008096984,0.008391989,0.008848166,0.008679235,0.010234020,0.011624865,0.010234020,0.008679235,0.008848166,0.008038435,0.007538378,0.007355345,0.007538378,0.008038435,0.008848166,0.026332343,0.031817995,0.026332343,0.008848166,0.005798045,0.004587100,0.005798045
0.017335491,0.017335491,0.016976810,0.016828239,0.016976810,0.017335491,0.016639379,0.016272168,0.016639379,0.298643693,0.016798915,0.017109090,0.017222622,0.017109090,0.016798915,0.017335491,0.016124184,0.015499921,0.015318180,0.015499921,0.016124184,0.017335491,0.017177890,0.018160461,0.018754908,0.018160461,0.017177890,0.017335491,0.015389787,0.014449153,0.014104857,0.014449153,0.015389787,0.017335491,0.028350384,0.038404967,0.028350384,0.017335491,0.011175491,0.008897637,0.011175491
0.022473401,0.022473401,0.021435099,0.021005021,0.021435099,0.022473401,0.023221913,0.023510288,0.023221913,0.022473401,3.165666293,0.019837564,0.019470612,0.019837564,0.020840095,0.022473401,0.023626501,0.023150728,0.022827477,0.023150728,0.023626501,0.022473401,0.019615193,0.018978505,0.019496018,0.018978505,0.019615193,0.022473401,0.022954839,0.021281803,0.020669429,0.021281803,0.022954839,0.022473401,0.022217378,0.024264034,0.022217378,0.022473401,0.015459177,0.011407724,0.015459177
